,EMP,EMP_S,EMPSZFI,EMPSZFI_TTL,ETH_GROUP,ETH_GROUP_TTL,FIRMPDEMP,FIRMPDEMP_S,GEO_ID,GEO_TTL,GEOTYPE,MSA,NAICS2012,NAICS2012_TTL,PAYANN,PAYANN_S,RACE_GROUP,RACE_GROUP_TTL,RCPPDEMP,RCPPDEMP_S,RCPSZFI,RCPSZFI_TTL,SEX,SEX_TTL,ST,VET_GROUP,VET_GROUP_TTL,YEAR,YIBSZFI,YIBSZFI_TTL,us
5859,253775,7.1,001,All firms,001,All firms,36953,3.3,0100000US,United States,01,00000,48-49,Transportation and warehousing,10223377,11.0,00,All firms,0,0.0,001,All firms,096,"All firms classifiable by gender, ethnicity, race, and veteran status",00,001,All firms,2014,321,Firms with 6 to 10 years in business,00
5860,859559,9.5,001,All firms,001,All firms,60533,2.1,0100000US,United States,01,00000,48-49,Transportation and warehousing,34518886,10.8,00,All firms,0,0.0,001,All firms,096,"All firms classifiable by gender, ethnicity, race, and veteran status",00,001,All firms,2014,322,Firms with 11 to 15 years in business,00
5861,638778,5.2,001,All firms,001,All firms,4841,6.0,0100000US,United States,01,00000,48-49,Transportation and warehousing,30501278,5.9,00,All firms,0,0.0,001,All firms,096,"All firms classifiable by gender, ethnicity, race, and veteran status",00,001,All firms,2014,323,Firms with 16 or more years in business,00
5862,4093,44.1,001,All firms,001,All firms,2891,8.1,0100000US,United States,01,00000,48-49,Transportation and warehousing,107092,55.9,00,All firms,0,0.0,510,"Firms with sales/receipts of less than $10,000",096,"All firms classifiable by gender, ethnicity, race, and veteran status",00,001,All firms,2014,001,All firms,00
5863,10953,8.8,001,All firms,001,All firms,10380,7.2,0100000US,United States,01,00000,48-49,Transportation and warehousing,141337,24.7,00,All firms,0,0.0,520,"Firms with sales/receipts of $10,000 to $49,999",096,"All firms classifiable by gender, ethnicity, race, and veteran status",00,001,All firms,2014,001,All firms,00
5864,18994,9.8,001,All firms,001,All firms,14741,5.3,0100000US,United States,01,00000,48-49,Transportation and warehousing,361494,34.2,00,All firms,0,0.0,522,"Firms with sales/receipts of $50,000 to $99,999",096,"All firms classifiable by gender, ethnicity, race, and veteran status",00,001,All firms,2014,001,All firms,00
5865,61541,3.7,001,All firms,001,All firms,37069,2.7,0100000US,United States,01,00000,48-49,Transportation and warehousing,1275520,3.2,00,All firms,0,0.0,523,"Firms with sales/receipts of $100,000 to $249,999",096,"All firms classifiable by gender, ethnicity, race, and veteran status",00,001,All firms,2014,001,All firms,00
5866,92354,3.2,001,All firms,001,All firms,29375,2.0,0100000US,United States,01,00000,48-49,Transportation and warehousing,2327394,3.3,00,All firms,0,0.0,525,"Firms with sales/receipts of $250,000 to $499,999",096,"All firms classifiable by gender, ethnicity, race, and veteran status",00,001,All firms,2014,001,All firms,00
5867,144804,4.0,001,All firms,001,All firms,25197,4.2,0100000US,United States,01,00000,48-49,Transportation and warehousing,4422033,4.8,00,All firms,0,0.0,531,"Firms with sales/receipts of $500,000 to $999,999",096,"All firms classifiable by gender, ethnicity, race, and veteran status",00,001,All firms,2014,001,All firms,00
5868,1715459,5.2,001,All firms,001,All firms,46382,2.3,0100000US,United States,01,00000,48-49,Transportation and warehousing,78410970,6.2,00,All firms,0,0.0,532,"Firms with sales/receipts of $1,000,000 or more",096,"All firms classifiable by gender, ethnicity, race, and veteran status",00,001,All firms,2014,001,All firms,00
5869,0,0.0,611,Firms with no employees,001,All firms,18056,4.6,0100000US,United States,01,00000,48-49,Transportation and warehousing,545782,7.4,00,All firms,0,0.0,001,All firms,096,"All firms classifiable by gender, ethnicity, race, and veteran status",00,001,All firms,2014,001,All firms,00
5870,165542,2.1,612,Firms with 1 to 4 employees,001,All firms,88965,1.6,0100000US,United States,01,00000,48-49,Transportation and warehousing,5235241,3.7,00,All firms,0,0.0,001,All firms,096,"All firms classifiable by gender, ethnicity, race, and veteran status",00,001,All firms,2014,001,All firms,00
5871,161484,4.4,620,Firms with 5 to 9 employees,001,All firms,24798,4.6,0100000US,United States,01,00000,48-49,Transportation and warehousing,5753723,5.6,00,All firms,0,0.0,001,All firms,096,"All firms classifiable by gender, ethnicity, race, and veteran status",00,001,All firms,2014,001,All firms,00
5872,232113,4.4,630,Firms with 10 to 19 employees,001,All firms,17388,4.8,0100000US,United States,01,00000,48-49,Transportation and warehousing,8780619,5.0,00,All firms,0,0.0,001,All firms,096,"All firms classifiable by gender, ethnicity, race, and veteran status",00,001,All firms,2014,001,All firms,00
5873,296831,6.8,641,Firms with 20 to 49 employees,001,All firms,10029,5.9,0100000US,United States,01,00000,48-49,Transportation and warehousing,12175566,7.9,00,All firms,0,0.0,001,All firms,096,"All firms classifiable by gender, ethnicity, race, and veteran status",00,001,All firms,2014,001,All firms,00
5874,199335,16.7,642,Firms with 50 to 99 employees,001,All firms,3116,16.0,0100000US,United States,01,00000,48-49,Transportation and warehousing,7859556,15.0,00,All firms,0,0.0,001,All firms,096,"All firms classifiable by gender, ethnicity, race, and veteran status",00,001,All firms,2014,001,All firms,00
5875,260492,10.3,651,Firms with 100 to 249 employees,001,All firms,2102,8.1,0100000US,United States,01,00000,48-49,Transportation and warehousing,11305656,11.3,00,All firms,0,0.0,001,All firms,096,"All firms classifiable by gender, ethnicity, race, and veteran status",00,001,All firms,2014,001,All firms,00
5876,169896,34.2,652,Firms with 250 to 499 employees,001,All firms,739,22.7,0100000US,United States,01,00000,48-49,Transportation and warehousing,7606922,36.6,00,All firms,0,0.0,001,All firms,096,"All firms classifiable by gender, ethnicity, race, and veteran status",00,001,All firms,2014,001,All firms,00
5877,562506,10.4,657,Firms with 500 employees or more,001,All firms,842,13.0,0100000US,United States,01,00000,48-49,Transportation and warehousing,27782775,14.6,00,All firms,0,0.0,001,All firms,096,"All firms classifiable by gender, ethnicity, race, and veteran status",00,001,All firms,2014,001,All firms,00
5878,2374118,3.6,001,All firms,001,All firms,5768,6.4,0100000US,United States,01,00000,48-49,Transportation and warehousing,123956505,3.7,00,All firms,0,0.0,001,All firms,098,"Publicly held and other firms not classifiable by gender, ethnicity, race, and veteran status",00,001,All firms,2014,001,All firms,00
5879,0,0.0,001,All firms,001,All firms,150,55.5,0100000US,United States,01,00000,48-49,Transportation and warehousing,0,0.0,00,All firms,0,0.0,001,All firms,098,"Publicly held and other firms not classifiable by gender, ethnicity, race, and veteran status",00,001,All firms,2014,311,Firms with less than 2 years in business,00
5880,9855,36.7,001,All firms,001,All firms,192,28.1,0100000US,United States,01,00000,48-49,Transportation and warehousing,666981,39.4,00,All firms,0,0.0,001,All firms,098,"Publicly held and other firms not classifiable by gender, ethnicity, race, and veteran status",00,001,All firms,2014,318,Firms with 2 to 3 years in business,00
5881,10704,26.3,001,All firms,001,All firms,353,27.5,0100000US,United States,01,00000,48-49,Transportation and warehousing,421618,38.8,00,All firms,0,0.0,001,All firms,098,"Publicly held and other firms not classifiable by gender, ethnicity, race, and veteran status",00,001,All firms,2014,319,Firms with 4 to 5 years in business,00
5882,21553,10.9,001,All firms,001,All firms,796,17.3,0100000US,United States,01,00000,48-49,Transportation and warehousing,1214916,17.7,00,All firms,0,0.0,001,All firms,098,"Publicly held and other firms not classifiable by gender, ethnicity, race, and veteran status",00,001,All firms,2014,321,Firms with 6 to 10 years in business,00
5883,127954,19.6,001,All firms,001,All firms,1772,12.7,0100000US,United States,01,00000,48-49,Transportation and warehousing,6264037,20.9,00,All firms,0,0.0,001,All firms,098,"Publicly held and other firms not classifiable by gender, ethnicity, race, and veteran status",00,001,All firms,2014,322,Firms with 11 to 15 years in business,00
5884,2202680,4.0,001,All firms,001,All firms,2506,6.7,0100000US,United States,01,00000,48-49,Transportation and warehousing,115282802,4.0,00,All firms,0,0.0,001,All firms,098,"Publicly held and other firms not classifiable by gender, ethnicity, race, and veteran status",00,001,All firms,2014,323,Firms with 16 or more years in business,00
5885,453,20.6,001,All firms,001,All firms,48,12.1,0100000US,United States,01,00000,48-49,Transportation and warehousing,14708,11.9,00,All firms,0,0.0,510,"Firms with sales/receipts of less than $10,000",098,"Publicly held and other firms not classifiable by gender, ethnicity, race, and veteran status",00,001,All firms,2014,001,All firms,00
5886,881,3.4,001,All firms,001,All firms,54,13.1,0100000US,United States,01,00000,48-49,Transportation and warehousing,19787,2.0,00,All firms,0,0.0,520,"Firms with sales/receipts of $10,000 to $49,999",098,"Publicly held and other firms not classifiable by gender, ethnicity, race, and veteran status",00,001,All firms,2014,001,All firms,00
5887,0,0.0,001,All firms,001,All firms,100,60.6,0100000US,United States,01,00000,48-49,Transportation and warehousing,0,0.0,00,All firms,0,0.0,522,"Firms with sales/receipts of $50,000 to $99,999",098,"Publicly held and other firms not classifiable by gender, ethnicity, race, and veteran status",00,001,All firms,2014,001,All firms,00
5888,1204,20.2,001,All firms,001,All firms,345,23.8,0100000US,United States,01,00000,48-49,Transportation and warehousing,31955,21.0,00,All firms,0,0.0,523,"Firms with sales/receipts of $100,000 to $249,999",098,"Publicly held and other firms not classifiable by gender, ethnicity, race, and veteran status",00,001,All firms,2014,001,All firms,00
5889,1243,22.1,001,All firms,001,All firms,277,34.1,0100000US,United States,01,00000,48-49,Transportation and warehousing,40121,42.6,00,All firms,0,0.0,525,"Firms with sales/receipts of $250,000 to $499,999",098,"Publicly held and other firms not classifiable by gender, ethnicity, race, and veteran status",00,001,All firms,2014,001,All firms,00
5890,1945,25.1,001,All firms,001,All firms,383,30.6,0100000US,United States,01,00000,48-49,Transportation and warehousing,66905,30.8,00,All firms,0,0.0,531,"Firms with sales/receipts of $500,000 to $999,999",098,"Publicly held and other firms not classifiable by gender, ethnicity, race, and veteran status",00,001,All firms,2014,001,All firms,00
5891,2368034,3.6,001,All firms,001,All firms,4562,6.3,0100000US,United States,01,00000,48-49,Transportation and warehousing,123775485,3.7,00,All firms,0,0.0,532,"Firms with sales/receipts of $1,000,000 or more",098,"Publicly held and other firms not classifiable by gender, ethnicity, race, and veteran status",00,001,All firms,2014,001,All firms,00
5892,0,0.0,611,Firms with no employees,001,All firms,95,65.4,0100000US,United States,01,00000,48-49,Transportation and warehousing,0,0.0,00,All firms,0,0.0,001,All firms,098,"Publicly held and other firms not classifiable by gender, ethnicity, race, and veteran status",00,001,All firms,2014,001,All firms,00
5893,2373,13.9,612,Firms with 1 to 4 employees,001,All firms,993,16.8,0100000US,United States,01,00000,48-49,Transportation and warehousing,105446,21.9,00,All firms,0,0.0,001,All firms,098,"Publicly held and other firms not classifiable by gender, ethnicity, race, and veteran status",00,001,All firms,2014,001,All firms,00
5894,0,0.0,620,Firms with 5 to 9 employees,001,All firms,306,35.7,0100000US,United States,01,00000,48-49,Transportation and warehousing,0,0.0,00,All firms,0,0.0,001,All firms,098,"Publicly held and other firms not classifiable by gender, ethnicity, race, and veteran status",00,001,All firms,2014,001,All firms,00
5895,6946,23.7,630,Firms with 10 to 19 employees,001,All firms,524,23.5,0100000US,United States,01,00000,48-49,Transportation and warehousing,312313,25.5,00,All firms,0,0.0,001,All firms,098,"Publicly held and other firms not classifiable by gender, ethnicity, race, and veteran status",00,001,All firms,2014,001,All firms,00
5896,23331,20.3,641,Firms with 20 to 49 employees,001,All firms,793,17.5,0100000US,United States,01,00000,48-49,Transportation and warehousing,1063541,26.1,00,All firms,0,0.0,001,All firms,098,"Publicly held and other firms not classifiable by gender, ethnicity, race, and veteran status",00,001,All firms,2014,001,All firms,00
5897,24045,17.6,642,Firms with 50 to 99 employees,001,All firms,373,12.7,0100000US,United States,01,00000,48-49,Transportation and warehousing,1239884,20.7,00,All firms,0,0.0,001,All firms,098,"Publicly held and other firms not classifiable by gender, ethnicity, race, and veteran status",00,001,All firms,2014,001,All firms,00
5898,0,0.0,651,Firms with 100 to 249 employees,001,All firms,585,10.5,0100000US,United States,01,00000,48-49,Transportation and warehousing,0,0.0,00,All firms,0,0.0,001,All firms,098,"Publicly held and other firms not classifiable by gender, ethnicity, race, and veteran status",00,001,All firms,2014,001,All firms,00
5899,0,0.0,652,Firms with 250 to 499 employees,001,All firms,456,13.9,0100000US,United States,01,00000,48-49,Transportation and warehousing,0,0.0,00,All firms,0,0.0,001,All firms,098,"Publicly held and other firms not classifiable by gender, ethnicity, race, and veteran status",00,001,All firms,2014,001,All firms,00
5900,2205949,3.7,657,Firms with 500 employees or more,001,All firms,1644,5.6,0100000US,United States,01,00000,48-49,Transportation and warehousing,115167977,3.6,00,All firms,0,0.0,001,All firms,098,"Publicly held and other firms not classifiable by gender, ethnicity, race, and veteran status",00,001,All firms,2014,001,All firms,00
5901,1922744,4.7,001,All firms,001,All firms,147762,1.3,0100000US,United States,01,00000,48-49,Transportation and warehousing,82238010,6.2,30,White,0,0.0,001,All firms,001,All firms,00,001,All firms,2014,001,All firms,00
5902,54105,13.2,001,All firms,001,All firms,15795,3.4,0100000US,United States,01,00000,48-49,Transportation and warehousing,2160496,18.8,30,White,0,0.0,001,All firms,001,All firms,00,001,All firms,2014,311,Firms with less than 2 years in business,00
5903,123667,8.2,001,All firms,001,All firms,24216,3.0,0100000US,United States,01,00000,48-49,Transportation and warehousing,5669561,34.5,30,White,0,0.0,001,All firms,001,All firms,00,001,All firms,2014,318,Firms with 2 to 3 years in business,00
5904,79533,9.3,001,All firms,001,All firms,13949,5.7,0100000US,United States,01,00000,48-49,Transportation and warehousing,2851966,9.6,30,White,0,0.0,001,All firms,001,All firms,00,001,All firms,2014,319,Firms with 4 to 5 years in business,00
5905,225910,8.5,001,All firms,001,All firms,32490,4.2,0100000US,United States,01,00000,48-49,Transportation and warehousing,9329823,12.9,30,White,0,0.0,001,All firms,001,All firms,00,001,All firms,2014,321,Firms with 6 to 10 years in business,00
5906,817813,9.8,001,All firms,001,All firms,56633,2.3,0100000US,United States,01,00000,48-49,Transportation and warehousing,33142410,11.2,30,White,0,0.0,001,All firms,001,All firms,00,001,All firms,2014,322,Firms with 11 to 15 years in business,00
5907,621716,4.0,001,All firms,001,All firms,4678,5.6,0100000US,United States,01,00000,48-49,Transportation and warehousing,29083755,4.8,30,White,0,0.0,001,All firms,001,All firms,00,001,All firms,2014,323,Firms with 16 or more years in business,00
5908,234708,9.7,001,All firms,001,All firms,12029,5.5,0100000US,United States,01,00000,48-49,Transportation and warehousing,10859344,10.6,30,White,0,0.0,001,All firms,001,All firms,00,002,Veteran-owned,2014,001,All firms,00
5909,54719,17.1,001,All firms,001,All firms,6632,6.0,0100000US,United States,01,00000,48-49,Transportation and warehousing,2079434,18.3,30,White,0,0.0,001,All firms,001,All firms,00,003,Equally veteran-/nonveteran-owned,2014,001,All firms,00
5910,1633317,6.5,001,All firms,001,All firms,129100,1.3,0100000US,United States,01,00000,48-49,Transportation and warehousing,69299232,8.6,30,White,0,0.0,001,All firms,001,All firms,00,004,Nonveteran-owned,2014,001,All firms,00
5911,124287,6.9,001,All firms,020,Hispanic,12252,6.2,0100000US,United States,01,00000,48-49,Transportation and warehousing,4743706,9.6,30,White,0,0.0,001,All firms,001,All firms,00,001,All firms,2014,001,All firms,00
5912,6021,15.8,001,All firms,028,Equally Hispanic/non-Hispanic,1061,12.5,0100000US,United States,01,00000,48-49,Transportation and warehousing,234501,28.0,30,White,0,0.0,001,All firms,001,All firms,00,001,All firms,2014,001,All firms,00
5913,1792436,4.8,001,All firms,029,Non-Hispanic,134449,1.1,0100000US,United States,01,00000,48-49,Transportation and warehousing,77259803,6.2,30,White,0,0.0,001,All firms,001,All firms,00,001,All firms,2014,001,All firms,00
5914,3991,45.3,001,All firms,001,All firms,2615,6.2,0100000US,United States,01,00000,48-49,Transportation and warehousing,105246,57.1,30,White,0,0.0,510,"Firms with sales/receipts of less than $10,000",001,All firms,00,001,All firms,2014,001,All firms,00
5915,0,0.0,651,Firms with 100 to 249 employees,001,All firms,82,37.4,0100000US,United States,01,00000,48-49,Transportation and warehousing,0,0.0,00,All firms,0,0.0,001,All firms,001,All firms,00,003,Equally veteran-/nonveteran-owned,2014,001,All firms,00
5916,225659,10.3,651,Firms with 100 to 249 employees,001,All firms,1809,9.8,0100000US,United States,01,00000,48-49,Transportation and warehousing,9899189,13.2,00,All firms,0,0.0,001,All firms,001,All firms,00,004,Nonveteran-owned,2014,001,All firms,00
5917,260492,10.3,651,Firms with 100 to 249 employees,001,All firms,2102,8.1,0100000US,United States,01,00000,48-49,Transportation and warehousing,11305656,11.3,00,All firms,0,0.0,001,All firms,001,All firms,00,096,"All firms classifiable by gender, ethnicity, race, and veteran status",2014,001,All firms,00
5918,0,0.0,651,Firms with 100 to 249 employees,001,All firms,585,10.5,0100000US,United States,01,00000,48-49,Transportation and warehousing,0,0.0,00,All firms,0,0.0,001,All firms,001,All firms,00,098,"Publicly held and other firms not classifiable by gender, ethnicity, race, and veteran status",2014,001,All firms,00
5919,0,0.0,651,Firms with 100 to 249 employees,020,Hispanic,99,82.1,0100000US,United States,01,00000,48-49,Transportation and warehousing,0,0.0,00,All firms,0,0.0,001,All firms,001,All firms,00,001,All firms,2014,001,All firms,00
5920,0,0.0,651,Firms with 100 to 249 employees,028,Equally Hispanic/non-Hispanic,0,0.0,0100000US,United States,01,00000,48-49,Transportation and warehousing,0,0.0,00,All firms,0,0.0,001,All firms,001,All firms,00,001,All firms,2014,001,All firms,00
5921,252664,11.9,651,Firms with 100 to 249 employees,029,Non-Hispanic,2002,9.7,0100000US,United States,01,00000,48-49,Transportation and warehousing,10864969,12.6,00,All firms,0,0.0,001,All firms,001,All firms,00,001,All firms,2014,001,All firms,00
5922,260492,10.3,651,Firms with 100 to 249 employees,096,"All firms classifiable by gender, ethnicity, race, and veteran status",2102,8.1,0100000US,United States,01,00000,48-49,Transportation and warehousing,11305656,11.3,00,All firms,0,0.0,001,All firms,001,All firms,00,001,All firms,2014,001,All firms,00
5923,0,0.0,651,Firms with 100 to 249 employees,098,"Publicly held and other firms not classifiable by gender, ethnicity, race, and veteran status",585,10.5,0100000US,United States,01,00000,48-49,Transportation and warehousing,0,0.0,00,All firms,0,0.0,001,All firms,001,All firms,00,001,All firms,2014,001,All firms,00
5924,221841,33.8,652,Firms with 250 to 499 employees,001,All firms,1195,17.1,0100000US,United States,01,00000,48-49,Transportation and warehousing,10445005,37.3,00,All firms,0,0.0,001,All firms,001,All firms,00,001,All firms,2014,001,All firms,00
5925,0,0.0,652,Firms with 250 to 499 employees,001,All firms,56,56.8,0100000US,United States,01,00000,48-49,Transportation and warehousing,0,0.0,00,All firms,0,0.0,001,All firms,001,All firms,00,002,Veteran-owned,2014,001,All firms,00
5926,0,0.0,652,Firms with 250 to 499 employees,001,All firms,21,99.2,0100000US,United States,01,00000,48-49,Transportation and warehousing,0,0.0,00,All firms,0,0.0,001,All firms,001,All firms,00,003,Equally veteran-/nonveteran-owned,2014,001,All firms,00
5927,151344,34.2,652,Firms with 250 to 499 employees,001,All firms,662,23.5,0100000US,United States,01,00000,48-49,Transportation and warehousing,6790834,37.8,00,All firms,0,0.0,001,All firms,001,All firms,00,004,Nonveteran-owned,2014,001,All firms,00
5928,169896,34.2,652,Firms with 250 to 499 employees,001,All firms,739,22.7,0100000US,United States,01,00000,48-49,Transportation and warehousing,7606922,36.6,00,All firms,0,0.0,001,All firms,001,All firms,00,096,"All firms classifiable by gender, ethnicity, race, and veteran status",2014,001,All firms,00
5929,0,0.0,652,Firms with 250 to 499 employees,001,All firms,456,13.9,0100000US,United States,01,00000,48-49,Transportation and warehousing,0,0.0,00,All firms,0,0.0,001,All firms,001,All firms,00,098,"Publicly held and other firms not classifiable by gender, ethnicity, race, and veteran status",2014,001,All firms,00
5930,0,0.0,652,Firms with 250 to 499 employees,020,Hispanic,3,0.0,0100000US,United States,01,00000,48-49,Transportation and warehousing,0,0.0,00,All firms,0,0.0,001,All firms,001,All firms,00,001,All firms,2014,001,All firms,00
5931,0,0.0,652,Firms with 250 to 499 employees,028,Equally Hispanic/non-Hispanic,0,0.0,0100000US,United States,01,00000,48-49,Transportation and warehousing,0,0.0,00,All firms,0,0.0,001,All firms,001,All firms,00,001,All firms,2014,001,All firms,00
5932,169113,34.4,652,Firms with 250 to 499 employees,029,Non-Hispanic,736,22.8,0100000US,United States,01,00000,48-49,Transportation and warehousing,7581077,36.7,00,All firms,0,0.0,001,All firms,001,All firms,00,001,All firms,2014,001,All firms,00
5933,169896,34.2,652,Firms with 250 to 499 employees,096,"All firms classifiable by gender, ethnicity, race, and veteran status",739,22.7,0100000US,United States,01,00000,48-49,Transportation and warehousing,7606922,36.6,00,All firms,0,0.0,001,All firms,001,All firms,00,001,All firms,2014,001,All firms,00
5934,0,0.0,652,Firms with 250 to 499 employees,098,"Publicly held and other firms not classifiable by gender, ethnicity, race, and veteran status",456,13.9,0100000US,United States,01,00000,48-49,Transportation and warehousing,0,0.0,00,All firms,0,0.0,001,All firms,001,All firms,00,001,All firms,2014,001,All firms,00
5935,2768455,3.7,657,Firms with 500 employees or more,001,All firms,2486,5.5,0100000US,United States,01,00000,48-49,Transportation and warehousing,142950752,4.1,00,All firms,0,0.0,001,All firms,001,All firms,00,001,All firms,2014,001,All firms,00
5936,109889,25.0,657,Firms with 500 employees or more,001,All firms,159,26.3,0100000US,United States,01,00000,48-49,Transportation and warehousing,5906282,24.3,00,All firms,0,0.0,001,All firms,001,All firms,00,002,Veteran-owned,2014,001,All firms,00
5937,3074,8.6,657,Firms with 500 employees or more,001,All firms,5,0.0,0100000US,United States,01,00000,48-49,Transportation and warehousing,130434,8.2,00,All firms,0,0.0,001,All firms,001,All firms,00,003,Equally veteran-/nonveteran-owned,2014,001,All firms,00
5938,449543,13.5,657,Firms with 500 employees or more,001,All firms,678,16.2,0100000US,United States,01,00000,48-49,Transportation and warehousing,21746059,19.8,00,All firms,0,0.0,001,All firms,001,All firms,00,004,Nonveteran-owned,2014,001,All firms,00
5939,562506,10.4,657,Firms with 500 employees or more,001,All firms,842,13.0,0100000US,United States,01,00000,48-49,Transportation and warehousing,27782775,14.6,00,All firms,0,0.0,001,All firms,001,All firms,00,096,"All firms classifiable by gender, ethnicity, race, and veteran status",2014,001,All firms,00
5940,2205949,3.7,657,Firms with 500 employees or more,001,All firms,1644,5.6,0100000US,United States,01,00000,48-49,Transportation and warehousing,115167977,3.6,00,All firms,0,0.0,001,All firms,001,All firms,00,098,"Publicly held and other firms not classifiable by gender, ethnicity, race, and veteran status",2014,001,All firms,00
5941,54787,10.2,657,Firms with 500 employees or more,020,Hispanic,13,51.1,0100000US,United States,01,00000,48-49,Transportation and warehousing,2143851,8.2,00,All firms,0,0.0,001,All firms,001,All firms,00,001,All firms,2014,001,All firms,00
5942,0,0.0,657,Firms with 500 employees or more,028,Equally Hispanic/non-Hispanic,0,0.0,0100000US,United States,01,00000,48-49,Transportation and warehousing,0,0.0,00,All firms,0,0.0,001,All firms,001,All firms,00,001,All firms,2014,001,All firms,00
5943,507719,11.5,657,Firms with 500 employees or more,029,Non-Hispanic,829,13.3,0100000US,United States,01,00000,48-49,Transportation and warehousing,25638924,15.9,00,All firms,0,0.0,001,All firms,001,All firms,00,001,All firms,2014,001,All firms,00
5944,562506,10.4,657,Firms with 500 employees or more,096,"All firms classifiable by gender, ethnicity, race, and veteran status",842,13.0,0100000US,United States,01,00000,48-49,Transportation and warehousing,27782775,14.6,00,All firms,0,0.0,001,All firms,001,All firms,00,001,All firms,2014,001,All firms,00
5945,2205949,3.7,657,Firms with 500 employees or more,098,"Publicly held and other firms not classifiable by gender, ethnicity, race, and veteran status",1644,5.6,0100000US,United States,01,00000,48-49,Transportation and warehousing,115167977,3.6,00,All firms,0,0.0,001,All firms,001,All firms,00,001,All firms,2014,001,All firms,00
5946,257674,7.3,001,All firms,001,All firms,23771,4.0,0100000US,United States,01,00000,48-49,Transportation and warehousing,9163929,9.5,00,All firms,0,0.0,001,All firms,002,Female-owned,00,001,All firms,2014,001,All firms,00
5947,8259,23.7,001,All firms,001,All firms,2692,16.0,0100000US,United States,01,00000,48-49,Transportation and warehousing,254612,15.8,00,All firms,0,0.0,001,All firms,002,Female-owned,00,001,All firms,2014,311,Firms with less than 2 years in business,00
5948,24763,21.5,001,All firms,001,All firms,4193,8.6,0100000US,United States,01,00000,48-49,Transportation and warehousing,662633,20.7,00,All firms,0,0.0,001,All firms,002,Female-owned,00,001,All firms,2014,318,Firms with 2 to 3 years in business,00
5949,11277,16.1,001,All firms,001,All firms,2531,9.8,0100000US,United States,01,00000,48-49,Transportation and warehousing,338645,20.0,00,All firms,0,0.0,001,All firms,002,Female-owned,00,001,All firms,2014,319,Firms with 4 to 5 years in business,00
5950,36851,30.6,001,All firms,001,All firms,4855,7.0,0100000US,United States,01,00000,48-49,Transportation and warehousing,1557731,38.7,00,All firms,0,0.0,001,All firms,002,Female-owned,00,001,All firms,2014,321,Firms with 6 to 10 years in business,00
5951,125705,13.5,001,All firms,001,All firms,8901,6.4,0100000US,United States,01,00000,48-49,Transportation and warehousing,4422486,11.4,00,All firms,0,0.0,001,All firms,002,Female-owned,00,001,All firms,2014,322,Firms with 11 to 15 years in business,00
5952,50819,10.4,001,All firms,001,All firms,598,26.8,0100000US,United States,01,00000,48-49,Transportation and warehousing,1927822,9.6,00,All firms,0,0.0,001,All firms,002,Female-owned,00,001,All firms,2014,323,Firms with 16 or more years in business,00
5953,6524,12.6,001,All firms,001,All firms,345,36.3,0100000US,United States,01,00000,48-49,Transportation and warehousing,300652,9.2,00,All firms,0,0.0,001,All firms,002,Female-owned,00,002,Veteran-owned,2014,001,All firms,00
5954,0,0.0,001,All firms,001,All firms,31,124.2,0100000US,United States,01,00000,48-49,Transportation and warehousing,0,0.0,00,All firms,0,0.0,001,All firms,002,Female-owned,00,003,Equally veteran-/nonveteran-owned,2014,001,All firms,00
5955,251088,7.3,001,All firms,001,All firms,23395,4.1,0100000US,United States,01,00000,48-49,Transportation and warehousing,8861789,9.8,00,All firms,0,0.0,001,All firms,002,Female-owned,00,004,Nonveteran-owned,2014,001,All firms,00
5956,16359,34.5,001,All firms,020,Hispanic,2847,12.9,0100000US,United States,01,00000,48-49,Transportation and warehousing,512288,38.1,00,All firms,0,0.0,001,All firms,002,Female-owned,00,001,All firms,2014,001,All firms,00
5957,0,0.0,001,All firms,028,Equally Hispanic/non-Hispanic,0,0.0,0100000US,United States,01,00000,48-49,Transportation and warehousing,0,0.0,00,All firms,0,0.0,001,All firms,002,Female-owned,00,001,All firms,2014,001,All firms,00
5958,241316,8.3,001,All firms,029,Non-Hispanic,20924,5.3,0100000US,United States,01,00000,48-49,Transportation and warehousing,8651641,10.8,00,All firms,0,0.0,001,All firms,002,Female-owned,00,001,All firms,2014,001,All firms,00
5959,753,60.3,001,All firms,001,All firms,601,25.0,0100000US,United States,01,00000,48-49,Transportation and warehousing,11492,66.2,00,All firms,0,0.0,510,"Firms with sales/receipts of less than $10,000",002,Female-owned,00,001,All firms,2014,001,All firms,00
5960,1548,12.6,001,All firms,001,All firms,1500,14.5,0100000US,United States,01,00000,48-49,Transportation and warehousing,13747,16.0,00,All firms,0,0.0,520,"Firms with sales/receipts of $10,000 to $49,999",002,Female-owned,00,001,All firms,2014,001,All firms,00
5961,3163,17.5,001,All firms,001,All firms,2032,14.9,0100000US,United States,01,00000,48-49,Transportation and warehousing,30175,20.0,00,All firms,0,0.0,522,"Firms with sales/receipts of $50,000 to $99,999",002,Female-owned,00,001,All firms,2014,001,All firms,00
5962,9420,11.9,001,All firms,001,All firms,4718,12.5,0100000US,United States,01,00000,48-49,Transportation and warehousing,168063,14.4,00,All firms,0,0.0,523,"Firms with sales/receipts of $100,000 to $249,999",002,Female-owned,00,001,All firms,2014,001,All firms,00
